0186,CC1=CC=C(C=C1)SC2=NC=CN=C2N3CCCC(C3)C(=O)NC4=CC=C(C=C4)NC(=O)C,14.903333333333334
0186,C1CN(CCN1C2=NNC(=C2)C3=CC=C(C=C3)Cl)C(=O)CC4=CC=CC=C4Br,15.653333333333334
0204,CCCCCCCCCCCCCCCCC(=O)O,16.95
0236,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C,3.809
0186,CC1CCCN(C1)C2=NN(C(=O)C3=CC=CC=C32)CC(=O)NC4=CC=CC(=C4)C(C)C,21.73166666666667
0199,C1=C(C=C(C=C1N)O)C(=O)O,0.853333333
0390,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,0.7416
0186,CN1C=C(C(=N1)OC)C(=O)NCC(=O)NC2CCSC2=O,9.323333333333332
0263,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,16.51443
0186,CC1CCN(CC1)CC2=CC(=O)N=C(N2)C(C)C,9.48
0186,C1CCN(CC1)C(=O)CC2CCN(CC2)C(=O)NC3=CC4=C(C=C3)OCO4,11.865
0186,C1CC(C1)C2=NC(=NO2)C3=CSC(=C3)S(=O)(=O)N4CCCC(C4)C(=O)NC5=CN=CC=C5,14.89
0240,C[N+](C)(C)CCCC(=O)[O-],0.626
0180,CCC(C)C(C(=O)O)N,1.9
0179,C(CCN)CC(=O)O,1.12
0186,CN1C(=O)C=C(C=N1)N2CCC(C2)C(=O)NC3CCCC3,10.5
0186,CCOC1=CC=CC=C1C2C3=C(COC3=O)N(C(=O)N2)CC(=O)NC4=CC=C(C=C4)C(F)(F)F,14.793333333333331
0186,CC1=CSC(=N1)C2=CN=C(C=C2)N3CCN(CC3)C(=O)C4=NC5=CC=CC=C5C=C4,13.885
0186,C1CCN(CC1)C(=O)C2C3=CC=CC=C3CCN2CC(=O)NCC4=CC=CC=N4,12.59
0186,CCC1=CC(=CC=C1)NC2=C(C=CC=N2)S(=O)(=O)N,14.823333333333332
0340,C=CCCCCCCCC(=O)O,5.787
0391,C1CN(CCC1(CN2C=NC3=C(C2=O)C=CC(=C3)Cl)O)C(=O)CCC4=CC=CC=C4,3.6322
0191,C1=CC=C(C(=C1)C(=O)N)O,5.186666667
0191,C(C(C(C(=O)O)O)C(=O)O)C(=O)O,1.016666667
0186,CC1=CC(=C(C=C1)C)N2CCN(CC2)C(=O)CN3C4=CC=CC=C4C(=N3)C(=O)N5CCCCC5,18.258333333333333
0186,CCOC(=O)C1=CC=C(C=C1)NC(=O)C23CCC(C2(C)C)(C(=O)C3)C,14.948333333333332
0186,COC(=O)C(CC1=CC=CC=C1)NC(=O)N2CCCN3C(=CC(=N3)C4=CC=NC=C4)C2,10.266666666666667
0077,C1=CC=C2C(=C1)C(=CN2)CC=O,13.57
0186,CCN(CC)S(=O)(=O)C1=CC2=C(C=C1)N3CCCCC3C(=O)N2CC(=O)N4CCCC4,13.921666666666663
0250,C1=NC2=C(N1)C(=O)NC(=N2)N,0.743
0186,CC1=C(C=C(C=C1)N2CCN(CC2)S(=O)(=O)N(C)C)Cl,16.491666666666667
0186,CC1=NC2=C(O1)C=CC(=C2)C3=NOC(=N3)COC4=CC=C(C=C4)Cl,17.584999999999997
0050,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3,12.61
0320,CCCC[N+]1=CC=CC(=C1)S(=O)(=O)[O-],1.268
0186,CN1C2=C(C(=O)N(C(=O)N2C)C)N=C1S(=O)(=O)CCC(=O)NC3=C(C=C(C=C3)F)F,12.29
0186,CC(C)(C)N1C(=NN=N1)C2CC3(CCOCC3)C(=O)N2CC4=CC(=CC=C4)F,13.075
0186,CC1=CC=C(O1)CNC(=O)C2=CC=C(C=C2)CN3CCN(C(=O)C3=O)CC4=CC=C(C=C4)F,13.718333333333334
0186,CC1=NSC2=NC=C(C(=C12)N3CCC(CC3)C(=O)NC4=CC(=CC=C4)Cl)C(=O)N5CCOCC5,14.13
0186,CC1=CC2=C(N1C)C(=O)N(C(=O)N2CC(=O)NC3=CC4=C(C=C3)OCO4)C5=CC=CC=C5,12.665
0186,CC1=CC=CC=C1C2=NOC(=N2)C3CCCN3S(=O)(=O)C4=C(C=C(C=C4C)C)C,22.125
0319,C1C(C(C(=O)C=C1C(=O)O)O)O,0.702
0320,CCCCC1=C(N=C(N=C1OS(=O)(=O)N(C)C)NCC)C,4.187
0240,CC(=CCNC1=NC=NC2=C1NC=N2)C,1.317
0186,C1CCC(=CC1)CCNC(=O)CSC2=NC=NC(=C2)N3CCN(CC3)C4=CC=CC=C4F,19.80666666666667
0390,CC=C(C)C(=O)OC1C(C(OC2=C1C3=C(C=C2)C=CC(=O)O3)(C)C)O,3.9745
0186,CCN1C(=O)CC2=C1C=CC(=C2)C(=O)N3CCN(CC3)C4CCCCC4,9.723333333333333
0246,C1CN(C(=N1)N[N+](=O)[O-])CC2=CN=C(C=C2)Cl,3.224
0186,C1CCN(C1)C(=O)C2=CC3=C(C=C2)N(C=N3)CCNC(=O)NC4=C(C=C(C=C4)Br)F,10.643333333333334
0391,CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO,4.6249
0186,CC1=C(SC(=N1)NC(=O)C2=NN(C=C2)C)C(=O)C,10.491666666666667
0186,C=CCNC(=O)C1=CN(C=N1)C2=NC=C(C=C2)C3=NC(=NO3)C4CC4,13.125
0353,CC(CC(=O)O)CC(=O)O,3.156
0338,CNC(=O)N(C)C1=NC2=CC=CC=C2S1,5.646
0186,CC1=C(C=C(O1)C2=C(C=NN2)C(=O)N3CCCCC3)S(=O)(=O)N4CCOCC4,10.9
0186,COC1=CC=C(C=C1)C2=NC3=NC4=C(C(N3N2)C5=CC6=C(C=C5)OCO6)C(=O)CCC4,12.883333333333333
0391,CC1=C(SC(=N1)NC)C2=NC(=NC=C2F)NC3=CC(=CC=C3)S(=O)(=O)N,2.2437
0186,COC1=CC=CC(=C1)C2=NN(C(=O)C=C2)CCC3=NC(=NO3)C4=C(C(=CC=C4)OC)OC,15.345
0186,CC1=NN=C2N1N=C(C=C2)N3CCC(CC3)C(=O)NC(C)CCC4=CC=CC=C4,12.985
0254,C[N+](C)(C)CC(CC(=O)[O-])OC(=O)CCCC(=O)O,0.84
0126,CC(C)CC(C(=O)O)NC(=O)C,15.66
0186,CCOCCCNC(=O)NC1=CC2=C(C=C1)N=C3CCCCN3C2=O,9.38
0186,CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3N2)NC(=O)CC(C)C,10.94
0186,CC1=C2C(=O)C=C(NC2=C(C=C1)C)C,11.281666666666666
