0176,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O,12.98
0111,C1=C(NC(=O)N=C1)N,5.25
0185,COC1=C(C=CC(=C1)C=CC(=O)O)O,3.78
0283,C1CC1CQCC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,1.774285714
0174,CC(C)CC(C(=O)O)NC(=O)C,5.95
0175,C1=CN=C2C(=N1)C(=O)NC(=N2)N,5.2
0374,CC(C(C(=O)O)N)O,8.475
0044,CC(CN)C(=O)O,13.41
0116,C[N+](C)(C)CCOP(=O)([O-])OCC(CO)O,13.39
0175,CN1C=NC2=C(C1=N)N=CN2C3C(C(C(O3)CO)O)O,1.49
0106,C[N+](C)(C)CCOP(=O)(O)O,20.63
0105,CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,1.17
0184,CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C,0.91
0375,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,8.533
0044,C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2,2.15
0114,CN1C=NC2=C(C1=N)N=CN2C3C(C(C(O3)CO)O)O,2.43
0174,C1=C2C(=NC=N1)N=CN2,1.25
0044,C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O,14.82
0174,CSCCC(C(=O)O)NC=O,7.68
0185,C1=CC(=CC=C1CC(C(=O)O)O)O,6.83
0169,CN1CCCC1C2=CN=CC=C2,1.01
0374,C(CC(C(=O)O)N)CN,17.675
0044,CC(CC1=CN=CN1)(C(=O)O)N,15.52
0185,C(C(C=O)O)OP(=O)(O)O,6.24
0185,C12=C(NC(=O)N1)NC(=O)NC2=O,8.13
0169,C1=NC2=C(N1)C(=O)NC(=N2)N,8.76
0107,C1=CN=C2C(=N1)C(=O)NC(=N2)N,5.16
0113,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCCC,5.36
0378,C(CC(=O)NC(CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N,15.483
0185,CSCCC(C(=O)O)N,7.53
0172,CC1=CC2=C(C=C1C)N=C3C(=N2)C(=O)NC(=O)N3,0.78
0044,C1=CC2=C(C=CN2)C=C1O,2.0
0172,C(C(C(C(C(C=O)N)O)O)O)OS(=O)(=O)O,11.51
0114,CN1C=NC=C1CCN,11.7
0164,C1=NC2=C(N1)C(=O)NC(=O)N2,6.7
0103,C[N+](C)(C)CCO,9.93
0044,CC(CCC(=O)O)C1CCC2C1(C(=O)CC3C2CCC4C3(CCC(C4)O)C)C,1.81
0175,C1C2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)O,11.74
0183,C(=O)C(C1C(C(C(=O)O1)O)O)O,1.86
0044,C1CCNC(C1)C(=O)O,12.86
